inquiry_id,customer_message,brand_reply,intent,should_escalate,escalation_reason
1573747,@115858 can you please tell me where I️ went wrong,"@485049 No worries, we can help. Use these steps here to get that fixed: https://t.co/xXaXefaskH Did that help?",,,
2138238,"@115858 my shit bugging tf out right now it freezes up , closes apps while I’m using them, this battery shit trash , like wtf !",@628913 We're here to help. Which iPhone are you using and which version of the iOS? Check by tapping Settings &gt; General &gt; About.,,,
2509381,"@AppleSupport Yes, it’s turned on https://t.co/Xm1sCjPLes","@187825 Thank you. Even when storage optimization is turned on, the photos will still save on the iPhone. They just save a lower quality photo to the iPhone and keep the high quality photo in the cloud.",,,
107365,"@AppleSupport I have done so, but still same issues","@139845 Has the device been restarted since it happened? If not, let's do that using these steps: https://t.co/OWRDHWSt4h",,,
1340816,"@AppleSupport haha, thanks, but its all good, i don't need a new update, i can't wait 3 more hours. :) will do it someday else. thanks anyways.","@432733 We understand. Should you have any additional concerns, please don't hesitate to contact us.",,,
2843865,"@AppleSupport IPhone 7; it won’t properly load the podcast, and keeps saying that it’s unavailable. I can usually play it for a bit, but if I pause it it stops working, and the time bar doesn’t load in at all",@791138 Got it. Does this happen to all episodes and subscriptions? Both audio and video?,,,
553460,"@AppleSupport Hi, thank you for your help, I’ve gone from Sierra to Lion?","@249079 The newest version is called High Sierra, OS X Lion was released quite a few years ago. What method did you use to update?",,,
2287880,@664710 @115858 Mine does that too!!!!!!! It'll drop from 36% to 1% in less than an hour I fucking hate it,"@664709 We'd like to know more to assist. Which iPhone model and iOS does this occur on? Also, when charging are you still using the original cable and adapter that came with your device? Let us know in DM and we'll continue. https://t.co/GDrqU22YpT",,,
1983026,@AppleSupport do y'all cover expanded or damanged batteries ruining screens?,@422431 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,,,
2286496,@AppleSupport “ I️ “ is the problem,@664382 Let's look into this for you. iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating. This page should help: https://t.co/80YRnjDFDk DM us if you run into any issues. https://t.co/GDrqU22YpT,,,
1367630,"Typing on my iPhone, Awatch on wrist, MacBook on desk and ipad in my bag... trying to complete my reserved order.  @AppleSupport tripping 😐!","@438374 We're happy to help. To help with orders, our Online Sales Support Team can help you here: https://t.co/8yjRd1Xo0i",,,
302964,"Someone let me know when @115858 fixes the ""I"" glitch so I can update to iOS 11","@188308 We recently released an iOS update that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6

DM us back if you have any other questions. We're here to help. https://t.co/GDrqU22YpT",,,
1010551,@AppleSupport my iPhone 6plus is extremely hot and won't charge . what is the cause and the possible solution,@359125 Meet us in Direct Message at the link below. We want to help with your iPhone 6 Plus. https://t.co/GDrqU22YpT,,,
1687686,How has @115858 not fixed this keyboard issue yet?!,@367144 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,
2307585,@115858 WHY THIS HAPPENING EVEN AFTER THE TEXT REPLACEMENT I WANT A NEW PHONE,"@177789 The iOS 11.1.1 update fixes this issues for any future typing that you do. If you're seeing this on other people's posts or texts, it's because they haven't updated yet, or the post was from before the update was released.",,,
121529,@AppleSupport Message sent,@143056 We got your DM. We will meet with you there.,,,
1199334,@AppleSupport can y’all PLEASE fix this stupid changing the I to that A! symbol,"@401786 We'll do everything we can to help. Take a look at this: https://t.co/xXaXeeSRt9

Let us know via DM if the issue persists. https://t.co/GDrqU22YpT",,,
1752377,Soooo why can’t I find my FaceTime Live Photo’s @AppleSupport,@527923 We want to help. DM us what iOS version you're on and we'll look further into this with you there. https://t.co/GDrqU22YpT,,,
2284112,@115858 y’all need to fix this update before I️ get a android,@663775 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,,,
1754055,Facts! @AppleSupport @115858 this update messed up my phone. I️ can’t type the word “i “ with out I️ showing up https://t.co/PIKoD00Dtf,@240819 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,
2477660,@115858 run me my money smh everything on my phone has been crashing and messing up my services and i can barely understand what ppl send me bc those weird symbols,"@708175 We'd like to see how we can help with your iPhone. To get started, send us a DM with more information about what's going on. We'll meet you there. https://t.co/GDrqU22YpT",,,
1756296,I️ wonder how long it’s going to take @AppleSupport to fix this I️ problem.,@528835 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXefaskH,,,
27440,@AppleSupport all of a sudden I am getting emails pushed via apple mail- I’ve had them set as fetch for a long time. Can’t find where to change back to fetch. The only change I have made is software update. HALP! I don’t want all these to push.,"@122014 We can understand not wanting the incoming emails to push through. We'll get to the root cause of this, and find you the information you need.

In order to do so, we have some questions for you. Please meet us in DM with your current iOS and we'll go from there. https://t.co/GDrqU22YpT",,,
1643230,@AppleSupport why is it that Photos is always trying to upload the whole library to iCloud? I’ve verified all pics are present in the cloud. https://t.co/2TlBmZPjgl,@347349 Our Photos experts would be able to look into that with you! You can reach them here: https://t.co/IBIY3vMgPj,,,
1178929,@AppleSupport is there any new update coming soon as my iPhone 7 has been freezing numerous times a day since the last update!!!,@397283 We'd like to help. Send us a DM. https://t.co/GDrqU22YpT,,,
2627750,@AppleSupport Yes I restarted it. I've done all I know to do but the screen is still not working.,@742176 What country or region are you currently located in? This will help us provide the best support options. Let us know via DM. https://t.co/GDrqU22YpT,,,
1768889,If you guys could fix the “I” problem that’d be great. Thanks. @115858,@531816 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,
1638738,@501098 @115858 @AppleSupport Me neither!,@505228 We want to get this working for you. What’s going on with AirDrop? Take a look at this article for help: https://t.co/1sfjYKb68x,,,
775242,"@AppleSupport 11.0.2 All of them: Safari, Facebook, Whatsapp, Messenger,...","@305229 Have you updated all of your applications since updating your software? Send us your response in DM, please. https://t.co/GDrqU22YpT",,,
1829085,@115858 … Except that the unresponsiveness is not really fixed on my 6s. Also sometimes phantom touch activation. @AppleSupport,@548906 Thanks for bringing this to our attention. Could you let us know more details via a DM? We’ll move forward from there. https://t.co/GDrqU22YpT,,,
2517145,I’m so mad at @115858 and their stupid slow ass update,@717032 We're here to help and want to do all we can to work towards a resolution. Select the following link to join us in a DM and let us know more about what's going on. https://t.co/GDrqU22YpT,,,
1552866,@AppleSupport It finally worked after 30 minuets. Thank you.,"@480467 You're very welcome, and congratulations on your iPhone X, we hope you love it! Reach out if we can be of help in the future.",,,
146808,Starting to get some of my @149329 @YahooCare emails arriving in native @AppleSupport iOS Mail app on iPhone with “This message has no content”. Usually takes a few refreshes for the content - mostly messages based on HTML images - to appear.,"@149328 Let’s investigate this together. To start, tell us the iOS version your iPhone is on, and we’ll take it from there. This info can be found in Settings &gt; General &gt; About.",,,
951929,What is happening with my phone @115858 @AppleSupport ❓❓❓#ios11  😡 https://t.co/aXuNNCCbxq,@345826 Let's have a look at this together. Which device and software version are you using?,,,
2734051,"@AppleSupport :ISSUES :
BATTERY DRAINED FASTLY (IF IT IS IN IDLE MODE OR MOBILE DATA ON (AT THE TIME OF USAGE , WIFI)
HEAT ISSUE LIKE PAN 
HANGING ISSUES FOR SOME CUSTOMERS","@766303 Hello there. We’ve received your DM and we’ll respond from there, shortly. https://t.co/GDrqU22YpT",,,
1718448,@AppleSupport updated my iPhone 6 to iOS 11.0.3 last night and now everything is slow and crashes and I hate it.,@520316 We can assist you. Please DM us via the following link and we'll assist you from there. https://t.co/GDrqU22YpT,,,
1735037,"Update on broken phone: if I try to skip ahead 15s on a YouTube video, it starts playing the video backwards. 

Thanks @115858 for the update",@523929 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,,,
1550262,@AppleSupport It finally worked 2 hours later,@272307 We're glad to hear you were able to activate &amp; can enjoy your new iPhone! Have a great night.,,,
1750374,This “I️” issue on new iOS update needs to stop 🤯 @115858 having to constantly correct the autocorrect in emails from iPhone is not cool 👎🏼,@527494 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,
272930,"@AppleSupport phone freezes, randomly shuts down, and the battery isn’t what it was before update.",@181180 This isn't the experience we want you to have. Which iPhone model do you own?,,,
1065815,@applesupport since 11.0.3 restrictions keeps reverting back to factory settings.  From Clean to Explicit as well as restricted websites.,@371640 We're here to help. DM us which iOS device you are using and we can take a look at this. https://t.co/GDrqU22YpT,,,
1770129,@AppleSupport absolutely ridiculous trying to set up new iPhone/update to 11.1. Getting 'Unable to Verify Update' error all the time. 😡,"@433377 Thank you for reaching out. So we can best isolate the cause, are you updating via Wi-Fi or iTunes?",,,
1865151,@115858 STOP CONNECTING MY BLUETOOTH IN MY CAR TO MY PHONE W/UR NEW DNDWD. MY BLUETOOTH DOESN'T WORK AND YOU'RE NOT HELPING,@557238 We want to help. Please DM us details on what exactly is happening and we'll be happy to continue support with you there. https://t.co/GDrqU22YpT,,,
323879,"@AppleSupport I have to restart it just because the phone is non responsive, it happens for all apps, even playing music it stops and freezes everything",@193149 Got it. Let's dig into this a little deeper. DM us and we'll continue working with you there. https://t.co/GDrqU22YpT,,,
2887420,@AppleSupport Hi - could you please please please disable the feature that automatically capitalises words in your contacts while typing? It is So Damn Annoying.,"@800707 We'd like to help with your autocorrect on contacts. DM us, and we'll get started. https://t.co/GDrqU22YpT",,,
1001162,@AppleSupport @357019 Older model iPhones have always slowed down with big software upgrades ! They design the upgrade based on the new models capabilities.,@357020 We look forward to hearing about your experience in DM. We want to learn more about the changes you've seen there. https://t.co/GDrqU22YpT,,,
2205940,Seriously @115858 my phone has become a piece of crap since this last update https://t.co/bD0fZKBR16,@254282 We'd like to help if you're having problems with your iPhone. DM us some details about what you've been experiencing. https://t.co/GDrqU22YpT,,,
1370252,@115858 please fix your basic app performance. the visual voicemail hangs on every letter i type... UGH!!!,@438954 We'd like to know more about what is happening. Are you seeing this behavior in the Voicemail tab of your Phone app? https://t.co/GDrqU22YpT,,,
2957123,"@AppleSupport if I purchase a 4K Movie from @6575, will I be able to watch it in 4K on my 5K iMac? Thank you!","@710024 Yes, there is no problem watching HD content on your iMac.",,,
1654984,@505093 Bro @AppleSupport new update is messing up the way I type things,@505092 We'd like to help. Send us a DM with a few details and we can start there. https://t.co/GDrqU22YpT,,,
2407944,"@AppleSupport Problema que não se resolve, já trocaram o aparelho... sem credibilidade a Apple","@692442 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",,,
2367705,@AppleSupport IOS 11.1.1 iphone 7 only trying to view google search and tried restarting the device nothing,"@561505 Let's try forcing Safari to close, so the next time it's opened, a fresh instance of the app is launched. This page explains how: https://t.co/RqqIctrDWV If the behavior persists, send us a screenshot that includes the status bar at the top of the screen.",,,
2134880,@AppleSupport Hi — how do i cancel a genius bar appointment?,@628091 We’d love to help. You're able to manage your appointments from the following link: https://t.co/IHSqZ8kZJG,,,
1898031,@AppleSupport 11.0.3 plus I got the keypad back (obviously since I am typing this) but this problem has been persistent for the past few days,"@150588 We're glad to see it's back! If it disappears again, send us a DM and we'll continue working with you there to resolve this. https://t.co/GDrqU22YpT",,,
1467465,@460619 @AppleSupport Same here.. i m on SE.. 6 months old.. new iOS version 11.1 just drains the battery out. Pathetic!!,"@600773 We know the battery life is on your iPhone SE is important. Tell us in DM how often you charge the iPhone, and country you're in. https://t.co/GDrqU22YpT",,,
2255511,@AppleSupport soooo good fix you got there. I’m running iOS 11.1.1 and still see these https://t.co/vpjRVHWQIu,"@656942 We're here to help! To clarify for our end of this, are you seeing this just in the posts by other people, or when you're typing?",,,
1036545,@AppleSupport when will you give us group facetime? 😤,@365202 We'd love to hear your feedback and ask that you submit it for review. Here's how:  https://t.co/eTPVYVFyd8,,,
101289,@AppleSupport Nothing happens. iOS11.1.2. iPhone 7.,"@138172 Thanks for letting us know. Let's have you try to restart the iPhone and then see if that issue persists. This can help: https://t.co/OWRDHWSt4h Let us know how that goes afterward. Also, check out this article about notifications: https://t.co/2txgOv5s2M https://t.co/GDrqU22YpT",,,
316118,"@116333 Тим, у меня iPhone 6 греется через минуту после запуска любой игры. После обновления на iOS 11 он греться перестал, а потом снова начал после следующих обновлений. Ну что за дела?",@191477 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,,,
2615247,Bro anybody else iPhone messing up @115858 @AppleSupport need to be fixed,@739248 Let's look into this together. Let us know what issue you're experiencing with your iPhone.,,,
38877,"@AppleSupport I am running on iOS 11.1, crackling sound ws reported 6 months back but now it is relatively less after update but Call Volumes have dropped",@124483 Thanks for that information. DM the country or region where you are currently located to continue. https://t.co/GDrqU22YpT,,,
1335159,"@AppleSupport So... I confirmed for 11/3 delivery, but no confirmation other than the ""Upgrade program taking longer to process"" email... so","@431453 Our Online Sales Support would be best suited to assist you, you can reach them here:   https://t.co/K0222CJgiB",,,
1947066,@AppleSupport I pad air,@578593 Thanks for letting us know which device you’re using. Please meet us in DM so we can further assist. https://t.co/GDrqU22YpT,,,
1642631,RAM management on #iOS11.1 is totally broken. Apps have to constantly reload. @116333 @AppleSupport @115858 @123857,@502099 We'd be happy to help. Send us a DM and we can start there. https://t.co/GDrqU22YpT,,,
2435311,"@AppleSupport Is it possible to save the ""reserve copy” on your locale drive or NAS?","@163700 Hi there. So we can better answer your question, please DM additional details. https://t.co/GDrqU22YpT",,,
568419,@116333 hi Tim Cook. I would love to have the opportunity to speak to you about the horrendous service I received this evening. My phone will now be out of service for 24 days due to the iOS upgrade. Completely unacceptable!,@253369 We'd like to look into what happened and see if there's anything we can do. DM us a few more details about what happened to start. Thanks. https://t.co/GDrqU22YpT,,,
1743535,@525880 @AppleSupport way of making me say fuck it and buy a new phone 😒,@390592 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,
215347,@applesupport notifications for texts on my 6s has stopped but i do receive for imessage,"@167166 Hi, how long has this been happening? Does this happen when on Wi-Fi &amp; cellular data? Have you tried restarting your iPhone?",,,
1497336,"I turn off WiFi and Bluetooth from dashboard, check my phone 2 hours later and the battery is dead cos it never turns them off. ffs @115858","@467648 Control Center disconnects you from the Wi-Fi/Bluetooth device, it doesn't disable it. Read more about it: https://t.co/G7BHuQnDS6",,,
429138,@AppleSupport,"@217049 We want you to be able to count on your iPhone. We'll do all we can to help. To start, what iOS is currently installed?",,,
1467790,What is going on @AppleSupport ? https://t.co/HuJtyW8Zbl,@460695 Hey we can help. Let's continue in DM to have a closer look. https://t.co/GDrqU22YpT,,,
2525540,"And my phone doesn't let me make outgoing calls, @115858 is playing too fucking much","@719150 We want you to be able to make calls on your iPhone. DM us, and we can look into this. https://t.co/GDrqU22YpT",,,
