inquiry_id,customer_message,brand_reply
1821390,@AppleSupport Will there be an update to fix the podcast app? It’s unusable. Or will we have to wait until ios12. Thanks for your time.,@546811 We want you to be able to listen you your podcasts. What exactly is going on with your app? Continue with details in DM. https://t.co/GDrqU22YpT
2059860,@AppleSupport IOS 11.0.2 causes my iPhone 7 not to auto connect to known WiFi networks! Please solve.,"@609213 We're here to help. Have you restarted? This article may help: https://t.co/sXbhzfS2lM
Let us know if it does, via DM. https://t.co/GDrqU22YpT"
2381360,My friend unlocked my iPhone X by using his face. I did not set his face as Face ID on my iPhone X. What is wrong with Face ID? @115858 @AppleSupport @2310,@245122 We take privacy and security very serious here at Apple. Select the following link to join us in a DM and we'll take a closer look into this issue. https://t.co/GDrqU2kzhr
1993095,@314428 @AppleSupport I’m also experiencing this,"@397427 We can help you too. Meet us in DM below. To get started there, let us know which exact iOS version you are running. https://t.co/GDrqU22YpT"
1999796,Ok @115858 — this iPhone text glitch is NOT cute. #FIXIT #UPDATE,"@591302 We'd be happy to take a look. Send us a DM letting us know more about what's going on, and we'll continue from there. https://t.co/GDrqU22YpT"
2712552,@115858 how to disable automatic brightness? Its completely annoying!!! 😡😡😡,"@761550 We know it's important to have your device display adjusted to your liking. Which device are you using, and which OS software version is installed? For example, tell us if you're using a MacBook Pro with macOS High Sierra, or an iPad with iOS 11."
999979,@AppleSupport Letter eye shows up as a weird symbol when referring to myself. To get the right letter I️ have to look for it on the correction bar,"@473721 Thanks for letting us know. Please DM us, and we'll take a closer look into this. https://t.co/GDrqU22YpT"
2056285,@AppleSupport Thanks for iOS 11.0.1 but when is 11.0.2 because you fixed NOTHING.,@150154 iOS Hi! 11.0.2 is now available. You can update using these steps: https://t.co/80YRnjVguS DM us if you run into any issues. https://t.co/GDrqU2kzhr
557795,"@AppleSupport I am, and I have, but it sounds like there is something yet to come?",@250279 That's correct. This feature will begin rolling out early next week.
1505149,@115858 this update is a joke,"@469324 We want to help you with any issues you’re having. Meet us over in DM, and we’ll work with you towards a resolution. https://t.co/GDrqU22YpT"
2740743,@AppleSupport And iPhone 7,@767806 If you go to the iTunes Store App &gt; More &gt; Purchased do you see it available for redownload?
2311606,"@AppleSupport I keep getting my account ""locked for security reasons"" and I'm getting tired of it, don't want to jump through hoops when I just want to watch netflix on my apple TV. Can my account be whitelisted or at least some IPs or domains?","@670386 We know how important it is to have access to your Apple ID. This can help if your Apple ID is locked or disabled: https://t.co/DYEXEbD7Im Specific to questions about your Apple TV, please contact our Apple TV team via phone support through: https://t.co/IBIY3vMgPj"
326438,"@193772 @AppleSupport @318 Je rajoute pour @AppleSupport qu’avec la derniere maj, les chargeurs et batteries externes ne sont plus acceptés 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡",@193771 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
27440,@AppleSupport all of a sudden I am getting emails pushed via apple mail- I’ve had them set as fetch for a long time. Can’t find where to change back to fetch. The only change I have made is software update. HALP! I don’t want all these to push.,"@122014 We can understand not wanting the incoming emails to push through. We'll get to the root cause of this, and find you the information you need.

In order to do so, we have some questions for you. Please meet us in DM with your current iOS and we'll go from there. https://t.co/GDrqU22YpT"
2955424,@AppleSupport Yes no problem with them.,@815839 Let's move to DM for a closer look. What is your current iOS version? What country are you located in? https://t.co/GDrqU22YpT
1761297,@AppleSupport @115858 your new iOS is making me dizzy!!! 📱 https://t.co/VKOCsg4otp,@530042 We have some information that you might find helpful: https://t.co/cJnvksGVxP
368332,@AppleSupport As*,@203273 Thanks for getting back to us. We'd like to investigate further. Send us a DM and we can get started. https://t.co/GDrqU22YpT
1791260,Fuck man this update is fucking up my phone!!!! @115858 GET UR SHIT TOGETHER!!,@538064 We'd like to know more about the issues to assist. DM us using the link below if you'd like to continue. https://t.co/GDrqU22YpT
817027,@AppleSupport my iPhone 6 battery accuracy has been inaccurate since I downloaded iOS11. It turns off without 20% battery remaining alert,@314587 We're here to help find the best solution. What iOS 11 version are you on?
450361,@115858 There was zero willingness to actually find out what's wrong with my phone. instead a replacement was the only thing offered,@221756 We’d like to understand more about this. Please DM us some details and we’ll take it from there. https://t.co/GDrqU22YpT
2358728,Okay @115858 fix your shit this “I️” thing is getting annoying,"@681233 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to the latest version iOS 11.1.1. For more info, check out: https://t.co/xXaXeeSRt9"
1582171,So I️ did the update and I’m still seeing that dumbass I️ shit.. @115858 wassup,@487011 We'd like to assist you with that. Click here for those steps: https://t.co/sDSg93LaFu
289096,"@AppleSupport Issue is gone now, after I rebooted the iPhone.",@184885 Good to hear! Feel free to reach back out if you need any more help in the future. Have a great weekend!
570943,Why @115858  iOS is buggy? In Thailand we raise 12/2/17 bug than USA but fix same time I must reset all to  make my phone work and lose all data,@254092 We want to make sure your device is working. Check out https://t.co/osZOKKTalm and let us know in DM if you still have concerns. https://t.co/GDrqU22YpT
2945719,"@AppleSupport Thank you for that! But unfortunately, I still cant save my gif even though i went through the activities list.","@813669 Thanks for trying those steps. Since this was a feature of the Twitter app, we suggest you reach out to Twitter support for further help with this issue."
826638,My iPad that is kept in a drawer all day and is used for reading looks like it has a hair... in the screen? Did it crack?! How?! @115858 #ugh,@316906 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT
2263629,"@AppleSupport Yes for Twitter, Facebook and podcasts 10% each and some for Gmail, phone and messages","@658967 Alright, for testing purposes, let's go to Settings &gt; General &gt; Background App Refresh and disable that for now.  Afterwards, let's test it for about an hour, then DM us whether the behavior persists: https://t.co/GDrqU22YpT"
1467465,@460619 @AppleSupport Same here.. i m on SE.. 6 months old.. new iOS version 11.1 just drains the battery out. Pathetic!!,"@600773 We know the battery life is on your iPhone SE is important. Tell us in DM how often you charge the iPhone, and country you're in. https://t.co/GDrqU22YpT"
2783259,Idk why I think having an otter box will protect my phone when this new iOS is the reason why my phone is garbage @115858,@777191 We want your iPhone to work seamlessly with iOS 11.1.2. What kind of issues have you noticed since updating? Let's work together to find a solution.
38877,"@AppleSupport I am running on iOS 11.1, crackling sound ws reported 6 months back but now it is relatively less after update but Call Volumes have dropped",@124483 Thanks for that information. DM the country or region where you are currently located to continue. https://t.co/GDrqU22YpT
1955872,#iOS11 Is there an option to prevent someone from power off my iphone? @AppleSupport,"@580487 To be sure we provide the most accurate info, are you referring to someone physically turning it off from the device? DM us: https://t.co/GDrqU22YpT"
1654984,@505093 Bro @AppleSupport new update is messing up the way I type things,@505092 We'd like to help. Send us a DM with a few details and we can start there. https://t.co/GDrqU22YpT
1621222,How @115858 only supposedly fix my screen and all my pictures and etc all gone 🤔,"@496804 We'd be happy to look into any issues you're experiencing. Send us a DM, and we'll get started there. https://t.co/GDrqU22YpT"
2369428,"@AppleSupport also the details in the report say:

APPLICATION NAME
cloudos

ERROR
authDidNotConnect-loginDidFail

but I haven't changed the password .. and was using the autofill feature of Safari .. I did update my iPhone to 11.1.1 yesterday though and it seems to be fine","@683807 Thanks for that information! What kind of device or computer are you using to log in? Have you had a chance to restart your device since noticing this message? So that we can look into the status of our iCloud system, let us know which country you're tweeting from."
2914622,The iPhone 8 and X came out and now my 7+ always feels like it's about to explode in my hands. FIX IT @115858 https://t.co/RH0SaxKudN,@806805 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT
302964,"Someone let me know when @115858 fixes the ""I"" glitch so I can update to iOS 11","@188308 We recently released an iOS update that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6

DM us back if you have any other questions. We're here to help. https://t.co/GDrqU22YpT"
1717414,@115858 plz fix your “A ?” issue all I’m trying to say is I,@520037 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1906362,"@115858 @AppleSupport No back up phone provided, no online registration of my case, poor support &amp; no clue on the case status","@568008 We may need to refer back to the Apple Authorized Service Provider, but can check what's on our end. Please send us a DM. https://t.co/GDrqU22YpT"
2284474,Can you hurry up and update this damn I️ glitch?!?!?? @AppleSupport,"@663862 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6"
2293093,@AppleSupport what is with this freaking keyboard in recent update. I’m so sick of correcting numbers sneaking into my words I’m now willing to look at other products,@665906 We want to help. Let's continue in DM. https://t.co/GDrqU22YpT
848986,"@AppleSupport @321734 Had problem with massive keyboard lag in iOS 11, have no idea if it’s related to the french keyboard.",@321735 Thanks for reaching out to us. Please send us a DM and we can chat with you there. https://t.co/GDrqU22YpT
862171,iOS11 is making my iPhone 6 obsolete cause it’s lagging like never before since i updated it wtf @AppleSupport,@324725 We want to help. Let's continue in DM. https://t.co/GDrqU22YpT
1940991,"@AppleSupport is there any problems with your new iphone8 ??
cuz mine won't working 🙂","@434638 We can definitely help you with your new iPhone 8. DM us, and let us know what's going on. We'll try to assist you. https://t.co/GDrqU22YpT"
125017,"God damn it, @115858 
Updated my phone and now my battery life is GONE. Please stop having ur phones bug to update when it ruins the phone. 😡","@144021 That's not the experience we want you to be having with your iPhone. Please send us a DM and tell us which country you're in and which device you're using, and we'll assist you. https://t.co/GDrqU22YpT"
2354996,@AppleSupport I Thik there is something problem in update version of iOS because when I m using my iPhone with Bluetooth headset it is heating will I need to visit Care centre...,@680380 We are here to help. DM us the details of your issue and we can take a look at this. https://t.co/GDrqU22YpT
644170,@AppleSupport fix #error56,@370404 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can troubleshoot together. https://t.co/GDrqU22YpT
1213471,@AppleSupport I am under “all inboxes” when it occurs. I’ve tried quitting the app &amp; powering down multiple times and that doesn’t work either.,@404812 Can you let us know which version of iOS 11 you're running? You can check by tapping on Settings &gt; General &gt; About.
2898981,"@115858 so you guys don’t want to fix this:

I.T 

😐",@803136 Thanks for reaching out to us. Go ahead and send us a DM and we'll be glad to continue there. https://t.co/GDrqU22YpT
2367804,"@AppleSupport It reads ""watchOS 3.2.2 - Your software is up to date.""",@157995 We want to help you get things up to date. Send us a DM and let us know what version of iOS you are running on your phone and we'll go from there. https://t.co/GDrqU22YpT
2964181,"@AppleSupport iMessage its not working on my iPhone 7, neither push notifications of Whatsapp and Facebook. Is the service down?","@817863 Thanks for reaching out! Let’s go through some troubleshooting to see what we can find out about your iPhone. To start, which version of iOS are you running on the iPhone currently? This can be found in Settings &gt; General &gt; About."
2924635,"@AppleSupport so now not only my iphone 7 has issues, now login as a root empty password on osx works. Really apple? Steve Jobs will be so disappointed on you guys @116333",@554496 We're happy to help. DM us at the link below for further assistance. https://t.co/GDrqU22YpT
1363290,"@AppleSupport Past two days, this is what I get when I try to access my order https://t.co/yWxZIDDSWz",@437432 Thanks for reaching out to us. Please send us a DM and we can chat with you there. https://t.co/GDrqU22YpT
2144568,@AppleSupport can we work on the I️ glitch please? Thanks.,@630508 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2862118,@AppleSupport Yes...the whole app closes,@795089 Do you know what version of the iOS is on the device?
1354531,"Hey @ATT and @AppleSupport, I have an iPhone reserved with reservation number but the system won't let me complete the order. PLEASE HELP",@435875 Let's get you pointed in the right direction. Reach out to our Apple Online Store support here: https://t.co/8yjRd1Xo0i
2014992,Yo @AppleSupport are you just not going to fix this glitch with the letter i? It’s been like 3 days this is ridiculous.,@595830 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT
1036545,@AppleSupport when will you give us group facetime? 😤,@365202 We'd love to hear your feedback and ask that you submit it for review. Here's how:  https://t.co/eTPVYVFyd8
172968,"@AppleSupport Houston, TX, USA",@129828 Thank you for the DM. We'll continue working with you there.
709062,Waiti for the iPhone update that’s going to fix the battery drain issue @AppleSupport ? I’ve dropped 10% in 20 minutes of reading email.,@289533 We'd like to hear more about what's going on. DM us about this battery issue and we'll continue there. https://t.co/GDrqU22YpT
1305218,@AppleSupport I have a question about the iPhone X pre order,"@424995 Thanks for reaching out. We received your DM, and we'll be following up with you there shortly."
1717268,"A Years worth of @AppleSupport Health Data has gone missing, possibly to do with syncing @53785 Any help guys?",@519990 Thanks for reaching out. Which device are you using? How long ago did this happen? Let us know via a DM. We’ll go from there. https://t.co/GDrqU22YpT
1712013,@AppleSupport I have tried 10+ times to install 11.1 and it has failed and asked me to try again later. Any pointers?,"@518574 We'd love to help with any issues you're seeing. Are you trying to update over Wi-Fi, or connected to a computer with iTunes?"
2070210,@AppleSupport Is it just me or does ios11 have a lot of bugs? Everyday there seems to be an update and yet everything just freezes. Why does it seem that  products are just going worse by the day? #improvementsneedmade #Apple,"@612229 We'd like to know more about what's going on to see if we can help. DM us with the details, including what device you have. https://t.co/GDrqU22YpT"
2123918,@AppleSupport need y’all to fix this “I️ “stuff I’m out here looking dumb,@486623 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT
249304,@175231 @13069 @13070 Freaking autocorrect won’t put any respect on your name. *Brianni!! @115858 please recognize. Thanks.,@175230 We'd like to help by providing the steps under 'Have a word or phrase you use and don’t want it corrected?' here: https://t.co/7S7p1ZvnnE
763104,@AppleSupport It’s not just my phone thought. Plenty of Apple users have complained about all the glitches. My phone has at least one seizure a day.,@302347 We'd like to work one on one with you to get to the bottom of this. Could you join us in DM to get started? https://t.co/GDrqU22YpT
2896110,@AppleSupport ipad updates. any problems? My iPad died and won't come back on. I think its charging but won't turn off or anything. PC does recognise it. is this an updates problem?,@149700 Hello. Thanks for connecting with us concerning this issue. Let's follow the steps here to see if we can get your iPad back up and running: https://t.co/8MvHMFZ83h
1099682,@AppleSupport  you charged me an extra fee for my Spotify Account. I’d like a refund and for Apple to cancel the subscription.,@192465 We'd be glad to get you pointed in the right direction for help. Reach out to our iTunes Store team: https://t.co/SDIe7UiyJN
1161952,Is @115858 going to address this question mark box problem? Or no? #pleasedontquestionmydevotion,@209664 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1406842,Someone tell me why I delete shit from my phone and still don't have storage? What the fuck @AppleSupport,"@446996 Meet us in DM and let us know which device this is on, then we can take a look in to this from there. https://t.co/GDrqU22YpT"
429138,@AppleSupport,"@217049 We want you to be able to count on your iPhone. We'll do all we can to help. To start, what iOS is currently installed?"
1698497,Updated my phone and love the update but @AppleSupport my battery is so crap now 😑,"@515153 Hey, we can offer some suggestions to help with the battery life. Let's try these steps first: https://t.co/bivpdfBNJ6"
2154564,Yo @AppleSupport get your act together. What’s with the I️ I️ I️ I️?!!!!! Still?! This has been going on for days now.,@633001 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
662798,@115858 FIX MY NOTE APP.,@277908 We can check into what's going on. Can you tell us what you're experiencing?
1834711,"Sorry @AppleSupport but with the last iOS update 11.0.3, my iPhoneSE cam freezes everytime but works for timelapses and panoramas... 😱🤔😠","@550282 Having a working camera is important to capture your memories. DM us with details, and we'll work together to find a solution. https://t.co/GDrqU22YpT"
1352952,"@AppleSupport @435527 It's a load of rubbish, for some reason the volume on incoming callas has dropped massively since my update! Bye bye 🍎",@435530 It's important that you're able to hear those incoming calls; we'll do all we can to help. Connect with us in DM to start: https://t.co/GDrqU22YpT
487858,@AppleSupport I have an iPad Mini 4 that has automatic updates turned on but never does them automatically.  Tried turning off/on.  Thoughts?,"@221785 We'll do all we can to assist. Are you running iOS 11.1.2? Also, at Settings &gt; [your name] &gt; iTunes &amp; App Stores, are Auto Updates and Use Cellular Data both turned on? Or are you trying to do auto updates whilst connect to Wi0Fi?"
1358044,"@AppleSupport iPhone 6 Plus running iOS 11.03
Keyboard doesn’t display when i tap the browser bar intermittently a reboot resolves the issue temporarily",@436619 Is Safari the web browser you're experiencing this with? Are you using your iPhone in landscape when this happens?
1225809,"@AppleSupport  ever since i updated my 6s plus to iOS 10 it’s been nothing but trouble , constantly freezing and turning itself off.","@407569 Let's work through this together. Is your iPhone unresponsive when using specific apps, or is it happening at random?"
619539,First the “I” problem... now I’ve realized it is autocorrected to I.T 🤭why? #ios11 @AppleSupport and also that my keyboard disappears after viewing a picture sent by text... I have to close the app to get I.T back.,"@267025 Let's get this sorted out together. Do you currently have iOS 11.1.2 installed? You can check by going to Settings &gt; General &gt; About. Let us know, and we'll continue working through this."
2675732,Salve @AppleSupport! Ho dimenticato le domande segrete e non riesco a cambiarle. Cosa posso fare? Grazie!,@753148 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
2892070,Well can that be anymore annoying! @115858 go and send me a new one considering you already are overpriced... https://t.co/O2DqPUmHon,"@801665 We’d like to help you look into your options to fix your charging cable.  Please send us a DM with the device you are using and the country you are in, and we can get started. https://t.co/GDrqU22YpT"
361408,"@201583 @AppleSupport omg I thought I was the only one experiencing this, it’s so annoying",@201584 We'd be happy to look into this with you. Send us a DM letting us know which iPhone you have. https://t.co/GDrqU22YpT
564049,@AppleSupport  Do we have a fix coming soon? looks like your macOS security patch has caused some issues with Spotlight continually crashing and relaunching and Safari crashing on launch (I’ve trashed all safari files with no fix). I’m not re-installing macOS again!,@252094 We'd like to help you get this resolved. Let's see if you can replicate the issue  you're experiencing with Safari and Spotlight in safe mode as outlined here: https://t.co/PQ4LSYhUTY Let us know what you find out in DM. https://t.co/GDrqU22YpT
643241,@AppleSupport Yes I’ve tried restarting but it’s still doing this periodically.,@272712 Thanks for confirming that for us. Which iOS version are you running on you iPhone? Check in Settings &gt; General &gt; About.
394565,@AppleSupport 11.0.2,@209481 Let's take this to DM so we can better assist you https://t.co/GDrqU22YpT
2274013,what is that ugly question mark fix it @115858,"@661432 We've got your back. An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to the latest version iOS 11.1.1. For more info, check out: https://t.co/xXaXeeSRt9"
84231,@AppleSupport Already did that https://t.co/TQPIBDVAFO,"@134529 Thanks. Are you seeing the question mark when you try to type the letter ""i"" or are you only seeing it on posts or messages from other users?"
1774492,@115858 your glitch messed up a good tweet. Fix this shit ASAP. Tired of it. https://t.co/fQr0BMTcEF,@533280 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/evcqP6KgPj
1018324,@AppleSupport I’ve noticed it most when I try to in messaging and photos. Like if I try to send a pic. But it happens randomly as well. :(,@360942 OK. Please share with us in DM the exact iOS 11 version your iPhone is running now to continue. https://t.co/GDrqU22YpT
588149,"@AppleSupport Hi guys having issues signing in to my Microsoft account on safari on my iPhone. Keeps saying my password and email don’t match. When I use Chrome it works fine, is anyone else having the same issue?",@134431 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version. Is this a Hotmail account?
2035813,Okay @AppleSupport I️ updated and now my phone is lagging 🙄,"@601879 We’d like to look into this. Which iPhone model are you using? DM us additional details, we’ll go from there: https://t.co/GDrqU22YpT"
1859573,@AppleSupport There’s no sound when recording or playing Snapchats but apart from that (and my calls) there’s sound on everything else,"@555962 Alright, no problem. DM us what country you’re located in. We’ll continue troubleshooting from there. https://t.co/GDrqU22YpT"
556137,@AppleSupport Will it keep the original Live Photo also??,@251802 Once the photo is edited you will see an option to revert back to original when you go back into the photo.
825890,@115948 @AppleSupport When is the wrong version issue going to be fixed? I keep getting live versions of songs that shouldn’t be.,@316700 We definitely want to know more about this! Send us a DM so we can look into it together: https://t.co/GDrqU22YpT
1301868,"Hello 

I am getting no verification codes on my mobile.. +18687121892

@115858 
@AppleSupport",@424249 We'd like to look into this further with you. Please send us a DM. https://t.co/GDrqU2kzhr
56982,"@AppleSupport I don’t like the screen shot update. When I do a screen shot I simply want it saved to my phone, not all this extra editing. 👎","@128906 We'd like to help. You can tap on ""Done"" to immediately save a screenshot without edits: https://t.co/rv9TRgCtbC"
1920122,"@AppleSupport Let me know if I should delete this tweet after you get the details, as I assume it’s a safe pic. https://t.co/ouTOVeTsmf",@355557 Thank you. Please join us in DM to continue: https://t.co/GDrqU22YpT
2518276,updated my phone to the newest update today that’s supposed to fix glitches and stuff but now it won’t let me make a call or receive an calls. thanks so much @AppleSupport @115858 😠😠😠,@717338 That's certainly not what we'd expect. Let's see what we can do to help. Do the calls connect at all?
2314013,"@AppleSupport The update fixed that glitch but now ever since I got that update, my phone lags. It freezes, types slowly, and apps crash frequently. Some messages don’t come through. Overall it’s slow and working poorly on every app.",@671016 We'll do all we can to assist with this. Does this behavior persist after rebooting the device? Let us know in DM. https://t.co/GDrqU22YpT
1433705,Idk what is the problem but the letter ( I️ ) needs to be fixed or something @115858 @AppleSupport,@452881 We can help look into this with you. Let's chat over in Direct Message. https://t.co/GDrqU22YpT
44608,@AppleSupport And i cant fix it i had to turn off auto correct and check spelling,@125900 Let's get this figured out. Which iOS is installed? Please DM us. https://t.co/GDrqU22YpT
2728209,@AppleSupport In setting software updation option not available...,"@161399 Are you attempting to update over Wi-Fi? If so, we'd like to share this guide. Let us know if these steps help: https://t.co/Ui1yTo6dM7 

If necessary, will it be possible to connect to a computer and update via USB using the iTunes application?"
1178929,@AppleSupport is there any new update coming soon as my iPhone 7 has been freezing numerous times a day since the last update!!!,@397283 We'd like to help. Send us a DM. https://t.co/GDrqU22YpT
1434177,@AppleSupport Update: they called me again and I answered but they hung up,@452982 That's curious. Was this a FaceTime call? What's the iOS shown in Settings &gt; General &gt; About?
2834404,@AppleSupport . @AppleSupport how do I fix this?,@789018 Let’s dig a little deeper to see what we can find out. Does this happen with every contact or only this one? Did this issue only start with the iOS 11.1.2 update or did you notice it with other versions of iOS 11 as well?
2834361,@115858 @AppleSupport  it only been 10 months and m on ios 11.1.2,@789005 We're here to help. Let's move over to DM and we'll go from there. https://t.co/GDrqU22YpT
2136702,"@AppleSupport I’ve tried the solution to fix the I️ but it still didn’t work for me. It’ll save initially, but then disappears later. What now? https://t.co/23O53SJLX4",@628557 We're here to help. So we can look into this with you can you please message us in DM? https://t.co/GDrqU22YpT
430772,"Anyone else having issues w new @115858 iOS &amp; @115888 syncing with Bluetooth/car, not showing on lock screen? @AppleSupport @SpotifyCares",@217435 We want to help.  Are you updated to iOS 11.0.2?
2002873,@AppleSupport can you explain the problem I’m having with the letter I️?,@592248 We're happy to discuss your concerns in DM today. Use this link to provide us your device model and software version: https://t.co/GDrqU22YpT
1882158,@AppleSupport my iPhone 7 battery life is non existent now and my Bluetooth and WiFi drop constantly since the latest update??? Wtf?? #apple,@483222 We'd like to take a closer look. Please DM us your exact iOS version and any troubleshooting you've already attempted. https://t.co/GDrqU22YpT
437408,"@AppleSupport To answer your question, there is nothing displayed on the phone while restore is attempted or any other time other than a brief Apple logo.","@218878 We will need to restore your iPhone via Recovery Mode. This article walks you through it:
https://t.co/iYLZzFD8qZ"
2277656,"@AppleSupport Constantly prompted to sign back into my Gmail account. To validate the prompt’s legitimacy, I went to input in Accounts &amp; Passwords. But I am not seeing a place to input my password. Am I missing it? I’d rather not remove and re-add, but I don’t trust the prompts. https://t.co/oWG3yi31MB",@267257 Have you tried removing it and re-adding it?
36655,"@AppleSupport Do movies listed as DolbyVision in Tunes also support HDR10? Or is this random? Curiously, they are always listed as either or","@123986 Great question! If you see the HDR icon, this iTunes Store movie can play in HDR10. Check this out: https://t.co/SFdFHkEs3N"
1108094,"#iOS11 está acabando con mi batería, el consumo es exagerado y tengo la ultima actualización instalada @AppleSupport",@348622 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
2137297,@115858 I thought this X battery life was supposed to be solid? Had it almost a week and gotta bring my charger w me already smh..,@628698 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
1473769,@462120 @462121 @115858 I️ can’t even send an email right now https://t.co/QkbA29a3gb,@219405 Let us help you out. Send us a DM and tell us which device you're using. https://t.co/GDrqU22YpT
2910444,@AppleSupport iOS 11.1.2 iPhone 7,"@575515 When you're seeing this issue, is it when you type or are you only seeing it on texts, iMessages that you're receiving or posts other individuals have made on social media apps?"
1566054,"@AppleSupport Yes, and the same thing is happening on their end when they send pictures as well",@483415 Please DM us and let us know if this has ever happened outside of this specific group message. https://t.co/GDrqU22YpT
1927716,"@AppleSupport Also when it is charged, the sounds when you plug it in that sounds is heard during charing multiple times.
I hope you can help. Thanks!",@573698 We'd be glad to look into this with you as we understand the importance in your battery life. Send us a DM to continue: https://t.co/GDrqU22YpT
307326,"@AppleSupport Thanks for the info, but I’ve done/do all of these things. That’s why I am so confused that it has consistently not worked well.","@189393 We'd like to look into this with you further, please connect with us via DM: https://t.co/GDrqU22YpT"
2704212,@AppleSupport I phone 7. I want twitter to see/read write screenshots only. Not all photos. Thanks,"@647937 Thanks for clarifying. At this time, there is not a function to control which albums your apps can access, however you can always disable access to photos later."
757846,"@AppleSupport 
I need to update a app
It says I need ios 10.3.3 but I already have it.
Please may I have some help!",@301099 We know how much we like to keep our apps up to date. Let's look into this together. Have you restarted your device?
2280246,I️ have been awake for one hour and my battery is down to 66% can you please fix this @115858,@662880 We'd be happy to assist today. Send us a DM to get started. https://t.co/GDrqU22YpT
1566790,@115858 Your new iOS 11 is garbage and for the first time in 10 years I am considering the move to Android!!!,@483583 We'd like to look into the issues you're having. Please DM us more about what's happening. https://t.co/GDrqU22YpT
1329946,@AppleSupport hi! know you are likely swamped with requests but I changed my shipping address in the Apple Store app today and it didn't hold - just preordered iPhone X and is sending to my secondary address. is there a way to change it? thx in advance!,@430298 Congrats on your pre-order! You'll want to reach out to the Online Store team for any questions: https://t.co/8yjRd1Xo0i
1966844,@115858 this new update makes my phone crash at least ten times a day... not happy,@582872 Let's work together to find a solution for your device. Can you DM us what you're experiencing and with what device? https://t.co/GDrqU22YpT
1386610,@AppleSupport Doesn’t helps,@442643 DM the country or region where you are currently located to continue. https://t.co/GDrqU22YpT
2410237,"Appalling service from @AppleSupport today in Milton Keynes, U.K. Customer service has significantly dropped. I didn’t mind paying a lot for an iphone as the good apple service came with it but not any more. Think I need a Samsung",@692979 We'd like to hear additional details about your visit. Send us a DM with details of what is going on. https://t.co/GDrqU22YpT
1887779,"@115858 If you have your phone silenced in #iOS11, it mutes your alarms. Are you fucking kidding me?!?",@207344  The Ring/Silent switch should not affect the alarm sound on your device. Let's take a look this for you in DM. https://t.co/GDrqU22YpT
2887420,@AppleSupport Hi - could you please please please disable the feature that automatically capitalises words in your contacts while typing? It is So Damn Annoying.,"@800707 We'd like to help with your autocorrect on contacts. DM us, and we'll get started. https://t.co/GDrqU22YpT"
1467790,What is going on @AppleSupport ? https://t.co/HuJtyW8Zbl,@460695 Hey we can help. Let's continue in DM to have a closer look. https://t.co/GDrqU22YpT
1419123,@AppleSupport No I haven’t. I don’t have Wi-Fi in my house. Only unlimited data through my service provider.,@449861 Thanks for letting us know. Please send us a DM and we'll continue this conversation there. https://t.co/GDrqU22YpT
1633049,YO @115858 EYEM SICK OF HAVING TO TYPE LIKE A DAMN FOOL FIX THIS OR EYEM GONNA PULL UP TO CUPERTINO WIT THE GLOVES ON EYEM TIGHT,@499665 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT
2065580,"Hey @AppleSupport if I promise to get a new Apple Watch instead of new phone upgrade, will you please let my phone stop acting up? Lol","@610835 How about you tell us more about what your iPhone is doing, and we'll work together on it. Send us a DM with the details. https://t.co/GDrqU22YpT"
1947645,@118845 hi - my second pair of beats (rose gold) have broken.  one ear not working.  as say - second pair to have fault. can you help?,@578730 We're very happy to look into this with you. Please join us in DM and let us know your country to get started. https://t.co/GDrqU22YpT
